municipality,start_date,station,railway,branch
"Itanhaém,SP",n/d,JARDIMREGINA(PARADA),E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),"Ramal de Juquiá km 159,720 (1986)"
"SãoPaulo,SP",16.07.2008,JARDIMROMANO,CPTM(2008-),Variante de Poá km
"Barueri,SP",1951,JARDIMSILVEIRA,E.F.Sorocabana(1951-1971)FEPASA(1971-1994)CPTM(1994-),Linha-troncokm 31
"Jardinópolis,SP",01.08.1899,JARDINÓPOLIS,Cia.MogianadeEstradasdeFerro(1899-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 8,556"
"Jardinópolis,SP",10.05.1979,JARDINÓPOLIS-NOVA,FEPASA(1979-1998),"Variante Entroncamento-Amoroso Costakm 316,740 (1986)"
"Jaú,SP",15.11.1941,JAÚ,Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"Linha-tronco oestekm 275,781"
"Jaú,SP",03.07.1913,JAÚ-DOURADO,C.E.F.doDourado(1913-1939),"Ramal de Jaudouradokm 41,110             (1929)"
"Jaú,SP",19.02.1887,JAÚ-VELHA,Cia.Rio-Clarense(1887-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1964),"Ramal de Jaúkm 100,390"
"BoaEsperançadoSul,SP",10.08.1906,JAVA,C.E.F.doDourado(1906-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFD km 49,200(1929)Ramal de Ribeirão Bonitokm 75,782"
"Motuca,SP",01.06.1913,JOÁ,Cia.PaulistadeEstradasdeFerro(1913-1969),"Ramal de Jaboticabal-km 25,509(1959)"
"Paulínia,SP",18.09.1899,JOÃOARANHA,Cia.CarrilFunilense(1899-1921)E.F.Sorocabana(1921-1960),"Ramal de Pádua Salleskm 27,487"
"SãoPaulo,SP",05.11.2021,JOÃODIAS,CPTM(2021-),Ramal de Jurubatuba- km
"JoãoRamalho,SP",05.06.1916,JOÃORAMALHO(antigaSANTOIGNACIO),E.F.Sorocabana(1916-1971)FEPASA(1971-1998),"Linha-tronco originalkm 698,018             (1924); km 684,983 (1931) (*); km 637,050 (1960) (**)"
"Campinas,SP",1894,JOAQUIMEGIDIO,"RamalFérreoCampineiro(1894-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)","Linha-troncokm 19,248 (1921); km 20 (1938)"
"RibeirãoPreto,SP",30.03.1913,JOAQUIMFIRMINO,Cia.MogianadeEstradasdeFerro(1913-1971)FEPASA(1971-1979),"Ramal de Jataíkm 100,047"
"CasaBranca,SP",02.12.1948,JOAQUIMLIBÂNIO(antigaCOCAIS-NOVA),Cia.MogianadeEstradasdeFerro(1948-1971)FEPASA(1971-1998),"Variante Lagoa-Tambaúkm 157,724"
"SãoPaulo,SP",27.05.2000,JOSÉBONIFÁCIO,CPTM(2000-2010),variante da CPTM
"SãoSebastiãodoParaizo,MG",24.02.1911,JOSÉHONÓRIO,E.F.SãoPaulo-Minas(1911-1971)FEPASA(1971-1998),"Linha-tronco originalkm 125,941 (1960)"
"Itapuí,SP",31.07.1913,JOSUÉPRADO,C.E.F.doDourado(1913-1949)Cia.PaulistadeEstradasdeFerro(1949-1964),"Ramal de Jaudourado-km 27,750(1929)"
"Jaboticabal,SP",15.03.1916,JUCAQUITO,E.F.Jaboticabal(1916-1951)Cia.PaulistadeEstradasdeFerro(1951-1966),"Ramal de Luzitaniakm 8,050"
"Avaré,SP",01.09.1953,JUCANOVAIS,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-Avaré km 329,610             (1960)"
"Sertãozinho,SP",10.07.1910,JÚLIOPONTES,Cia.MogianadeEstradasdeFerro(1910-1971)FEPASA(1971-1998),"Ramal de Sertãozinho- km 18,886"
"SãoPaulo,SP",1938,JÚLIOPRESTES(antigaSÃOPAULO),E.F.Sorocabana(1930-1971)FEPASA(1971-1994)CPTM(1994-),Linha-troncokm 0
"Tapiratiba,SP",01.04.1904,JULIOTAVARES,Cia.MogianadeEstradasdeFerro(1904-1971)FEPASA(1971-1998),"Ramal de Guaxupékm 30,683 (1938)"
"Tietê(1886-1996)MunicípiodeJumirim,SP(1997-)",24.06.1886,JUMIRIM(antigaJURU-MIRIM),E.F.Sorocabana(1886-1892)Cia.UniãoSorocabanaeYtuana(1892-1905)E.F.Sorocabana(1905-1971)FEPASA(1971-1998),"Linha-troncokm 188,198 (1924); km 177,129 (1931); 175,306 (1960)"
"Jundiaí,SP",16.02.1867,JUNDIAÍ,SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1992)CPTM(1992-),"Linha-troncokm 139,000 (1935)"
"Jundiaí,SP",01.04.1898,JUNDIAÍPAULISTA,Cia.PaulistadeEstradasdeFerro(1898-1971)FEPASA(1971-1998),"Linha-troncokm 0,848 (1958)"
"MogidasCruzes,SP",20.07.1914,JUNDIAPEBA(antigaSANTOÂNGELO),E.F.CentraldoBrasil(1914-1975)RFFSA(1975-1994)CPTM(1994-),"Ramal de São Paulo- km             457,117 (1928)"
"Castilho,SP",10.07.1937,JUNQUEIRA,E.F.NoroestedoBrasil(1937-1975)RFFSA(1975-1996),"Variante de Jupiákm 168,667             (1937)Linha-troncokm 449,667 (1949)"
"Junqueirópolis,SP",29.09.1959,JUNQUEIRÓPOLIS,Cia.PaulistadeEstradasdeFerro(1959-1971)FEPASA(1971-1998),"Linha-tronco oeste km 660,251"
"PortoFeliz,SP",01.08.1920,JUPIRA,E.F.Sorocabana(1920-1960),"Ramal de Porto Felizkm 162,270"
,16.05.1915,"JUQUIÁMunicípiosdeIguape(1915-1938);Miracatu(1939-1948);Juquiá(1948-),SP",SouthernSãoPauloRailway(1915-1927)E.F.Sorocabana(1927-1971)FEPASA(1971-c.1990),"Ramal de Juquiákm 253,377             (1986)"
"Juquiá,SP",c.1990,JUQUIÁ-NOVA,FEPASA(c.1990-1998),"Ramal de Juquiá km 151,644 (1990)"
"Conchas,SP",c.1888 (?),JUQUIRATIBA(antigaSALGADO),E.F.Sorocabana(c.1888-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 223,122 (1934)"
"Itapetininga,SP",06.1926,JURITI,E.F.Sorocabana(1926-1971)FEPASA(1971-1998),"Ramal de Itararé km 224,662 (1931)"
"SãoPaulo,SP",25.01.1957,JURUBATUBA,E.F.Sorocabana(1957-1971)FEPASA(1971-1994)CPTM(1994-),"Ramal de Jurubatuba km 21,131"
"Jardinópolis,SP",05.09.1894,JURUCÊ(antigaSARANDY),Cia.MogianadeEstradasdeFerro(1894-1971)FEPASA(1971-c.1988),"Linha do Rio Grandekm 329,988"
"Taquaritinga,SP",01.09.1908,JURUPEMA(antigaJUREMA),E.F.Araraquara(1908-1955),"Linha-tronco originalkm 95,055"
"Taquaritinga,SP",c.1955,JURUPEMA-NOVA,E.F.Araraquara(1955-1960)FEPASA(1971-1998),"Tronco novo (bitola larga)km             83,300"
"SãoJoaquimdaBarra,SP",25.12.1901,JUSSARA,Cia.MogianadeEstradasdeFerro(1901-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 65,798"
"DoisCórregos,SP",15.11.1941,LACERDAFRANCO,Cia.PaulistadeEstradasdeFerro(1941-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 259,698"
"Marília,SP",30.12.1928,LÁCIO,Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1976-1998),"Linha-tronco oestekm 459,660"
"SantaCruzdasPalmeiras,SP",01.11.1881,LAGE,Cia.MogianadeEstradasdeFerro(1881-1937),Linha-tronco originalkm 191             (1932)
"Botucatu,SP",28.08.1938,LAGEADO(ITAIÁ),E.F.Sorocabana(1938-1954),"Linha-troncokm 291,280"
"Lageado,SP",05.1973,LAGEADO,FEPASA(1973-1998),Ramal de Apiaí km 401
"CasaBranca,SP",19.09.1891,LAGOABRANCA(antigaLAGOAeIPAOBI),Cia.MogianadeEstradasdeFerro(1891-1971)FEPASA(1971-1998),"Linha-troncokm 150,138 (1938)"
"Guararema,SP",1952,LAMBARI,E.F.CentraldoBrasil(1952-1975)RFFSA(1975-1996),Variante do Parateí km
"SãoPaulo,SP",01.07.1899,LAPA-SPR/EFSJ,SãoPauloRailway(1899-1946)E.F.Santos-Jundiaí(1946-1994)CPTM(1994-),"Linha-troncokm 86,050 (1935)"
"SãoPaulo,SP",01.06.1958,LAPA-SOROCABANA,EstradadeFerroSorocabana(1958-1971)FEPASA(1971-1994)CPTM(1994-),Linha-troncokm 7
"Pirassununga,SP",06.12.1886,LARANJAAZEDA,Cia.PaulistadeEstradasdeFerro(1891-1971)FEPASA(1971-1997),"Tronco original da Paulistakm 189,882"
"Martinópolis,SP",01.07.1917,LARANJADOCE,SorocabanaRailway(1917-1919)EstradadeFerroSorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco original- km 744,016 (1924);             km 731,040 (1931) (*); 683,107 (**)"
"LaranjalPaulista,SP",24.06.1886,LARANJALPAULISTA,E.F.Sorocabana(1886-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 185,478 (1931)"
"Lavínia,SP",01.08.1935,LAVÍNIA,E.F.NoroestedoBrasil(1935-1975)RFFSA(1975-1996),"Variante de Jupiákm 84,300 (1937)Linha-troncokm 365,155 (1949)"
"Lavrinhas,SP",12.11.1874,LAVRINHAS,E.F.DomPedroII(1874-1889)E.F.CentraldoBrasil(1889-1975)RFFSA(1975-c.1980),"Ramal de São Paulo- km             245,700"
"Leme,SP",30.09.1877,LEME,Cia.PaulistadeEstradasdeFerro(1877-1971)FEPASA(1971-1997),"Ramal de Descalvadokm 161,702"
"LençóisPaulista,SP",09.1898,LENÇÓISPAULISTA(antigaLENÇÓISeUBIRAMA),Cia.UniãoSorocabanaeYtuana(1898-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Baurukm 383,624 (1924);             km 371,649 (1934); km 343,373 (1960)"
"CampinadoMonteAlegre,SP",06.03.1922,LIGIANA,E.F.Sorocabana(1922-1971)FEPASA(1971-1998),"Ramal de Itararé km 264,215 (1931)"
"Limeira,SP",30.06.1876,LIMEIRA,Cia.PaulistadeEstradasdeFerro(1876-1971)FEPASA(1971-1998),"Linha-troncokm 105,459 (1958)"
"Piquete,SP",1907,LIMEIRA(antigaGENERALMENDESDEMORAIS),E.F.Lorena-Benfica(1907-1921)E.F.CentraldoBrasil(1921-1975)RFFSA(1975-c.1985),Ramal de Piquete- km
"SãoJosédosCampos,SP",05.10.1894,LIMOEIRO,E.F.CentraldoBrasil(1894-1975)RFFSA(1975-1998),"Ramal de São Paulokm 400,002             (1928)"
"ItapeciricadaSerra,SP","c. 
            1936",LINFA,C.E.F.Sorocabana(1936-1971)FEPASA(1971-anos1950),Mairinque-Santos km
"Lins,SP",15.11.1962,LINS-NOVA,E.F.NoroestedoBrasil(1962-1975)RFFSA(1975-1996),"Linha-troncokm 137,664 (1960)"
"Lins,SP",16.02.1908,LINS-VELHA(antigaALBUQUERQUELINS),E.F.NoroestedoBrasil(1908-1962),"Linha-troncokm 151,043 (1949)"
"Sorocaba,SP",1917,LOPESDEOLIVEIRA,E.F.Sorocabana(1917-1971)FEPASA(1971-1998),"Linha-tronco- km 117,195 (1924); 112,371 (1931)"
"Lorena,SP",08.07.1877,LORENA,E.F.doNorte(1877-1889)E.F.CentraldoBrasil(1889-1975)RFFSA(1975-1998),"Ramal de São Paulokm             280,604"
"Araras,SP",08.12.1899,LORETO,Cia.PaulistadeEstradasdeFerro(1899-1971)FEPASA(1971-1997),"Ramal de Descalvadokm 138,780"
"Louveira,SP",31.03.1872,LOUVEIRA(antigaCAPIVARY),Cia.PaulistadeEstradasdeFerro(1872-1971)FEPASA(1971-1998),"Linha-troncokm 15,293 (1958)"
"SãoSimão,SP",16.01.1898,LOUZADÓPOLIS(antigaSANTAMARIA),V.F.SãoSimão(1898-1902)E.F.SãoPaulo-Minas(1902-1968),Linha-tronco originalkm 7
"Lucélia,SP",20.04.1950,LUCÉLIA,Cia.PaulistadeEstradasdeFerro(1950-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 605,304 (1958)"
"LuizAntonio,SP",15.11.1910,LUIZANTONIO(antigaJATAHY),Cia.MogianadeEstradasdeFerro(1910-1961),"Ramal de Jataí- km 22,231             (1938)"
"Guararema,SP",06.11.1914,LUIZCARLOS,E.F.CentraldoBrasil(1914-1975)RFFSA(1975-1996),"Ramal de São Paulokm 433,191"
"Conchas,SP",23.08.1919,LUIZGAMALuizGama,E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 213,863 (1934)"
"Louveira,SP",n/d,LUIZGONZAGA,E.F.Itatibense(1889-1952),Linha-tronco- km 5
"RibeirãoPreto,SP",1891?,LUIZMIRANDA,E.F.Dumont(1890-1940),Ramal de Dumontkm 16
"Ipaussu,SP(vejaolocal)",01.03.1913,LUIZPINTO,E.F.Sorocabana(1913-1971)FEPASA(1971-1998),"Linha-tronco originalkm 475,415 (1924);             km 462,606 (1934) (*); km 414,673 (1960) (**)"
"PereiraBarreto,SP",13.05.1910,LUSSANVIRA,E.F.NoroestedoBrasil(1910-1961),"Linha-tronco originalkm 386,325 (1938);Ramal de Lussanvirakm 106,750"
"SãoPaulo,SP",16.02.1867,LUZ,SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1992)CPTM(1992-),"Linha-troncokm 78,470 (1935)"
"Jaboticabal,SP",15.03.1916,LUZITANIA,E.F.Jaboticabal(1916-1951)Cia.PaulistadeEstradasdeFerro(1951-1966),"Ramal de Luzitaniakm 25,155"
"NovaEuropa,SP",24.02.1928,MACAIA,C.E.F.doDourado(1928-c.1945),"Tronco CEFD km 93,200 (1929)"
"Batatais,SP",01.06.1899,MACAÚBAS,Cia.MogianadeEstradasdeFerro(1899-1971)FEPASA(1971-c.1988),"Linha do Rio Grandekm 375,831"
"Itatinga,SP",03.1925,MACEDÔNIA,E.F.Sorocabana(1925-1953),"Linha-tronco originalkm 355,575 (1925);             km 343,264 (1934) (*)"
"Mirandópolis,SP",01.09.1936,MACHADODEMELO,E.F.NoroestedoBrasil(1936-1975)RFFSA(1975-1996),"Variante de Jupiákm 102,940             (1937);Linha-troncokm 383,940 (1949)"
"Pitangueiras,SP",25.03.1903,MACUCO,Cia.PaulistadeEstradasdeFerro(1903-1971)FEPASA(1971-1998),"Linha-tronco- km 347,450 (1958)"
"SãoVicente,SP",01.08.1938,MÃEMARIA,C.E.F.Sorocabana(1938-1971)Fepasa(1971-1998),"Mairinque-Santos km 114,200 (1937)"
"SãoRoque,SP",1897,MAILASKY(antigaPINHEIRINHOS),Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 53,794 (1960)"
"Mairinque,SP",21.05.1895,MAIRINQUE,Cia.UniãoSorocabanaeYtuana(1895-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 69,130 (1934)"
"Dourado,SP",01.07.1915,MAJORNOVAES,C.E.F.doDourado(1915-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de Baririkm 32,210 (1929)"
"Jaboticabal,SP",n/d,MAJORNOVAES,E.F.Jaboticabal(n/d-1951)Cia.PaulistadeEstradasdeFerro(1951-1966),Ramal de Luzitaniakm
"SãoPaulo,SP",1894,MANDAQUI,Cia.Cantareira(c.1895-1941)E.F.Sorocabana(1941-1964),"Linha-troncokm 6,687 (1960)"
"Bebedouro,SP(Vejaavilaferroviária)",01.02.1912,MANDEMBO,Cia.PaulistadeEstradasdeFerro(1902-1971)FEPASA(1971-1998),"Linha-troncokm 412,893 (1958)"
"Restinga,SP",01.04.1901,MANDIÚ,Cia.MogianadeEstradasdeFerro(1901-1971)FEPASA(1971-c.1988),"Linha do Rio Grande- km 395,439"
"Manduri,SP",22.04.1906,MANDURI,EstradadeFerroSorocabana(1906-1971)FEPASA(1971-1998),"Linha-troncokm 439,748 (1924); km 427,215             (1934); 385,140 (1960)"
"Cravinhos,SP",01.06.1910,MANUELAMARO,Cia.MogianadeEstradasdeFerro(1910-1956),"Ramal de Cravinhoskm 14,831"
"Itaquaquecetuba,SP",07.02.1926,MANUELFEIO,E.F.CentraldoBrasil(1926-1975)RFFSA(1975-1994)CPTM(1994-),"Variante de Poákm 473,371             (1960)"
"PedrodeToledo,SP",08.11.1914,MANOELDANÓBREGA(antigaVOLTAGRANDE),SouthernSãoPauloRailway(1914-1927)E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá- km 211,139 (1986)"
"Atibaia,SP",01.01.1927,MARACANÃ,E.F.Bragantina(1927-1967),"Linha-troncokm 22,190"
"Itapuí,SP",21.08.1915,MARAMBAIA,C.E.F.doDourado(1912-1949)Cia.PaulistadeEstradasdeFerro(1949-1964),"Ramal de Jaudourado- km 10,040(1929)"
"MonteAzulPaulista,SP",03.1911,MARCONDÉSIA,Cia.E.F.SãoPaulo-Goiaz(1911-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 41,144Ramal de Nova Granadakm 41,144"
,30.12.1928,"MARÍLIAMunicípiosdeCamposNovos(1928-1929);Marília(1929-),SP",Cia.PaulistadeEstradasdeFerro(1928-1971)FEPASA(1971-1998),"Ramal de Agudos originalkmLinha-tronco oestekm 466,440"
"EuclidesdaCunha?,SP",18.09.1965,MÁRIOCABRAL,E.F.Sorocabana(1965-1971)FEPASA(1971-c.1988),"Ramal de Dourados-km 866,587 (1986)"
"Embu-Guaçu,SP",05.04.1934,MÁRIOSOUTO(antigaCIPÓ),E.F.Sorocabana(1934-1971)FEPASA(1971-1998),"Mairinque-Santoskm 140,446 (1960)"
"LaranjalPaulista,SP",1913,MARISTELA(antigaKm206),E.F.Sorocabana(1905-1971)FEPASA(1971-1998),"Linha-troncokm 204,363 (1924); km 191,375             (1931) (*)"
"Dracena,SP",20/01/1962,MARREQUINHAS,Cia.PaulistadeEstradasdeFerro(1962-1971)FEPASA(1971-1998),"Linha-tronco oeste- km 678,108"
"PedrodeToledo,SP",1929,MARTIMAFONSO(antigaIBERÁ),E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá- km 208,415             (1986)"
"Martinópolis,SP",05.08.1917,MARTINÓPOLIS(antigaJOSÉTEODORO),SorocabanaRailway(1917-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco- km 757,040 (1924);             km 774,073 (1934); km 696,140 (1960) (**)"
"SãoPaulo,SP",28.11.1886,MATADOURO,Cia.CarrisdeFerrodeSantoAmaro(1885-1900)LightandPower(1900-?),Ramal do Matadourokm
"Matão,SP",25.03.1899,MATÃO,E.F.Araraquara(1901-1971)FEPASA(1971-1998),"Linha-tronco- km 41,151 (1938)Linha tronco (bitola larga)- km 43,000 (1960)"
"SãoPaulo,SP",n/d,MATARAZZO,SãoPauloRailway(?-1946)E.F.Santos-Jundiaí(1946-c.1980),Linha-tronco km
"Mogi-Guaçu,SP",14.01.1878,MATOSECO,Cia.MogianadeEstradasdeFerro(1878-1971)FEPASA(1971-1998),"Linha-troncokm 112,983 (1938)"
"Mauá,SP",23.04.1883,MAUÁ(antigaPILAR),SãoPauloRailway(1883-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1992)CPTM(1992-),"Linha-troncokm 53,109 (1935)"
"SãoPaulo,SP",10.08.2021,BRUNOCOVAS-MENDES-VILANATAL,CPTM(2021-),Ramal de Jurubatubakm
"Guatapará,SP",01.10.1912,MENDONÇAS,Cia.MogianadeEstradasdeFerro(1912-1971)FEPASA(1971-1979),"Ramal de Jataí- km 71,036 (1937)"
"Meridiano,SP",17.12.1949,MERIDIANO(antigaMARAVILHA),E.F.Araraquara(1949-1971)FEPASA(1971-1998),"Linha-tronco- km 329,053 (1960)"
"MineirosdoTietê,SP",19.02.1887,MINEIROS(antigaPEDROII),Cia.Rioclarense(1887-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1966),"Ramal de Jaúkm 87,394Ramal de Campos Salleskm 9,158"
"Guarantã,SP",27.09.1906,MINISTROCALMON(antigaLAUROMÜLLER),E.F.NoroestedoBrasil(1906-1975)RFFSA(1975-1996),"Linha-troncokm 89,298 (1949)"
"Miracatu,SP",08.01.1914,MIRACATU(antigaPRAINHA),SouthernSãoPauloRailway(1914-1927)E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiákm 233,129 (1986)"
"CasaBranca,SP",05.07.1912,MIRAGAIA,Cia.MogianadeEstradasdeFerro(1912-1961),"Linha-tronco original- km 145,238"
"Bebedouro,SP",03.1911,MIRAGEM,Cia.E.F.SãoPaulo-Goiaz(c.1910-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Ramal de Nova Granadakm 6,786"
"Franca,SP",n/d,MIRAMONTES,Cia.MogianadeEstradasdeFerro(n/d-1971)FEPASA(1971-1972),"Linha do Rio Grande km 422,172*"
"Itatinga,SP",01.09.1953,MIRANDAAZEVEDO-NOVA,E.F.Sorocabana(1953-1971)FEPASA(1971-1998),"Variante Botucatu-Avaré km 296,345             (1960)"
"Itatinga,SP",01.08.1914,MIRANDAAZEVEDO(antigaKM345),E.F.Sorocabana(1920-1953),"Linha-tronco originalkm 343,788             (1924); km 331,024 (1934) (*)"
"Mirandópolis,SP",31.03.1936,MIRANDÓPOLIS(ANTIGASÃOJOÃODASAUDADEePATRIMONIOPAULICEIA),E.F.NoroestedoBrasil(1936-1975)RFFSA(1975-1996),"Variante de Jupiá- km 93,700 (1937)Linha-troncokm 374,700 (1949)"
"PresidenteAlves,SP",01.09.1918,MIRANTE,E.F.NoroestedoBrasil(1918-1970),Linha-troncokm 41 (1949)
"MirantedoParanapanema,SP",01.01.1960,MIRANTEDOPARANAPANEMA,E.F.Sorocabana(1960-1971)FEPASA(1971-c.1988),"Ramal de Dourados-km 786,773 (1986)"
"Mirassol,SP",04.03.1933,MIRASSOL,E.F.Araraquara(1933-1971)FEPASA(1971-1998),"Linha-troncokm 218,728 (1960)"
"Cajamar,SP",n/d,MIRIM,E.F.Perus-Pirapora(n/d-1983),
"Mococa,SP",18.03.1890,MOCOCA,Cia.MogianadeEstradasdeFerro(1890-1966),"Ramal de Mococakm 63,698 (1958)"
"JoãoRamalho,SP",21.07.1937,MOEMA,E.F.Sorocabana(1937-1971)FEPASA(1971-1998),"Linha-tronco- km 692,045 (1937) (*);             km 644,112 (1960) (**)"
"MogidasCruzes,SP",06.11.1875,MOGIDASCRUZES,E.F.doNorte(1875-1890)E.F.CentraldoBrasil(1890-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Ramal de São Paulo- km             450,320 (1928)"
"Mogi-Guaçu,SP",14.01.1878,MOGI-GUAÇU,Cia.MogianadeEstradasdeFerro(1878-1971)FEPASA(1971-1979),"Linha-tronco originalkm 81,272 (1937)"
"Mogi-Guaçu,SP",10.05.1979,MOGI-GUAÇU-NOVA,FEPASA(1979-1998),Variante Guedes-Mato Seco km
"Mogi-Mirim,SP",27.08.1875,MOGI-MIRIM,Cia.MogianadeEstradasdeFerro(1875-1971)FEPASA(1971-1979),"Linha-tronco originalkm 72,759"
"Mogi-Mirim,SP",05.1979,MOGI-MIRIM-NOVA,FEPASA(1979-1998),Variante Guedes-Mato Secokm
"Pindamonhangaba,SP",1957,MOMBAÇA,E.F.CamposdoJordão(1957-),Linha-tronco km 6 (2005)
"Mombuca,SP",11.10.1876,MOMBUCA,Cia.Ytuana(1876-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1990),"Ramal de Piracicaba- km 206,189"
"SãoPaulo,SP",1959,MONARK(PARADA),E.F.Sorocabana(1959-1971)FEPASA(1971-c.1976),Ramal de Jurubatuba km
"Mongaguá,SP",21.12.1913,MONGAGUÁ(antigaPRAIAGRANDE),SãoPauloSouthernRailway(1913-1927)E.F.Sorocabana(1927-1971)FEPASA(1971-1998),"Ramal de Juquiákm 130,176             (1960)"
"SãoCarlos,SP",10.05.1894,MONJOLINHO,Cia.PaulistadeEstradasdeFerro(1894-1968),"Ramal de Ribeirão Bonitokm 13,044"
"Lins,SP",04.01.1921,MONLEVADE,E.F.NoroestedoBrasil(1921-1954?),"Linha-troncokm 143,860 (1949)"
"Lins,SP",1948-62,MONLEVADE-NOVA,E.F.NoroestedoBrasil(1948/62-1975)RFFSA(1975-1996),"Linha-tronco (variante de Lins)km 124,372             (1960)"
"Piracicaba,SP",1887,MONTANA(antigaCHAVE),Cia.Ituana(1887-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1966),"Ramal de Piracicaba km 244,366"
"MonteAlegredoSul,SP(vejaacidade)",02.03.1890,MONTEALEGREDOSUL(antigaMONTEALEGREeIBITI),Cia.MogianadeEstradasdeFerro(1890-1966),"Ramal de Amparokm 47,351"
"MonteAlto,SP",28.07.1908,MONTEALTO,E.F.MonteAlto(1908-1956),Linha-troncokm 9
"MonteAzulPaulista,SP",05.03.1910,MONTEAZUL,Cia.E.F.SãoPaulo-Goiaz(1910-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPGkm 31,169"
"SãoJosédoRioPardo,SP",n/d,MONTEBELLO,E.F.VillaCostina(anos1890?-anos1920),E. F. de Villa Costina- km
"Cajobi,SP",03.1911,MONTEVERDE,Cia.E.F.SãoPaulo-Goiaz(1911-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Linha-tronco SPG- km 51,145"
"Guatapará,SP",01.06.1912,MONTEIROS,Cia.MogianadeEstradasdeFerro(1912-1971)FEPASA(1971-c.1979),"Ramal de Jataíkm 60,828"
,10.06.1889,"MONTSERRATMunicípiosdeJundiaí(1889-1965)Itupeva(1965-),SP",Cia.Ytuana(1889-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1973),"Ramal de Jundiaí- km 161,771 (1931)"
"SãoPaulo,SP",07.09.1898,MOOCA,SãoPauloRailway(1898-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA/CBTU(1975-1992)CPTM(1992-),"Linha-troncokm 74,627 (1935)"
"Jaú,SP",01.01.1912,MORAISBARROS,C.E.F.doDourado(1912-1949)Cia.PaulistadeEstradasdeFerro(1949-1964),"Ramal de Jaudourado-km 5,300 (1929)"
"Tapiratiba,SP",15.03.1903,MORAESSALLES,Cia.MogianadeEstradasdeFerro(1903-1971)FEPASA(1971-c.1989),"Ramal de Guaxupé km 24,523 (1938)"
"Pindamonhangaba,SP",15.06.1898,MOREIRACÉSARMor.Cesar,E.F.CentraldoBrasil(1898-1971)REFESA(1971-1996),"Ramal de São Paulokm             314,958"
"Mairinque,SP",04.07.1897,MOREIRAS,Cia.UniãoSorocabanaeYtuana(1897-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1988),"Ramal de Campinas- km 80,327"
